Date,Envelope,Account,Name,Notes,Amount
6/23/2022,Shopping & Fun,My Account,Orbis School Of Ministry,,-225
6/21/2022,Trips and Eating out,My Account,Park Station Hashery,,-16
6/20/2022,Groceries ,My Account,Water,,-4
6/18/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-55
6/16/2022,Trips and Eating out,My Account,Yosemite Day Use Reservation,,-6
6/16/2022,Groceries ,My Account,Ranch 99,,-48
6/16/2022,Shopping & Fun,My Account,Office License,,-32
6/14/2022,Shopping & Fun,My Account,Amazon,,-26
6/13/2022,Groceries ,My Account,Costco,,-90
6/12/2022,Groceries ,My Account,Amazon,,-10
6/10/2022,Groceries ,My Account,Water,,-4
6/10/2022,Shopping & Fun,My Account,Amazon Sink Hole Cap,,-15
6/8/2022,Shopping & Fun,My Account,Amazon,,-9
6/8/2022,Groceries ,My Account,Grocery,,-79
6/6/2022,Shopping & Fun,My Account,Amazon,,-10
6/4/2022,Vehicle,My Account,Gas,,-31
6/3/2022,Vehicle,My Account,Gas,,-52
6/2/2022,Groceries ,My Account,Target,,-23
6/2/2022,Shopping & Fun,My Account,Notary ,,-18
6/2/2022,Groceries ,My Account,Water,,-4
6/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
6/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
6/1/2022,Shopping & Fun,My Account,Costco Faucet,,-198
6/1/2022,Shopping & Fun,My Account,Lowe's,,-7
6/1/2022,Groceries ,My Account,Costco,,-101
6/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
6/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
5/29/2022,Vehicle,My Account,Gas,,-31
5/28/2022,Shopping & Fun,My Account,Amazon Plumbing Adapter,,-18
5/27/2022,Shopping & Fun,My Account,Home Depot,,-20
5/27/2022,Shopping & Fun,My Account,Amazon,,-10
5/27/2022,Shopping & Fun,My Account,Amazon,,-10
5/26/2022,Shopping & Fun,My Account,Amazon,,-38
5/26/2022,Groceries ,My Account,Ranch 99,,-64
5/26/2022,Trips and Eating out,My Account,Yosemite Day Use Reservation,,-2
5/25/2022,Groceries ,My Account,Water,,-4
5/22/2022,Shopping & Fun,My Account,Amazon,,-17
5/22/2022,Shopping & Fun,My Account,Costco Bathroom Faucets,,-176
5/21/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-16
5/20/2022,Shopping & Fun,My Account,Amazon,,-10
5/20/2022,Shopping & Fun,My Account,Amazon,,-25
5/19/2022,Groceries ,My Account,Ranch 99,,-138
5/18/2022,Groceries ,My Account,Water,,-4
5/16/2022,Shopping & Fun,My Account,Amazon,,-6
5/15/2022,Shopping & Fun,My Account,Amazon,,-14
5/15/2022,Shopping & Fun,My Account,Amazon,,-10
5/14/2022,Vehicle,My Account,Circle K,,-33
5/13/2022,Vehicle,My Account,Gas,,-14
5/13/2022,Trips and Eating out,My Account,Burger King,,-17
5/11/2022,Vehicle,My Account,Costco Gas,,-25
5/11/2022,Groceries ,My Account,Costco,,-102
5/9/2022,Groceries ,My Account,Water,,-4
5/9/2022,Groceries ,My Account,Lucky,,-4
5/9/2022,Shopping & Fun,My Account,CVS,,-17
5/8/2022,Shopping & Fun,My Account,Amazon,,-20
5/8/2022,Groceries ,My Account,Foodmaxx,,-54
5/4/2022,Shopping & Fun,My Account,Target,,-147
5/4/2022,Shopping & Fun,My Account,Amazon,,-40
5/3/2022,Groceries ,My Account,Water,,-4
5/2/2022,Groceries ,My Account,99 Ranch,,-82
5/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
5/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
5/1/2022,Shopping & Fun,My Account,Amazon,,-10
5/1/2022,Groceries ,My Account,Bob's Red Mill,,-93
5/1/2022,Shopping & Fun,My Account,Ebay,,-45
5/1/2022,Trips and Eating out,My Account,Yosemite Day Use Reservation,,-6
5/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
5/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
4/30/2022,Vehicle,My Account,Gas ,,-28
4/30/2022,Trips and Eating out,My Account,Taco Bell,,-13
4/29/2022,Trips and Eating out,My Account,Burger King,,-22
4/29/2022,Vehicle,My Account,Gas ,,-28
4/27/2022,Shopping & Fun,My Account,Grace Gloves,,-34
4/27/2022,Shopping & Fun,My Account,USPS ,,-53
4/26/2022,Shopping & Fun,My Account,Home Depot,,-4
4/25/2022,Groceries ,My Account,Water,,-4
4/21/2022,Groceries ,My Account,Costco,,-58
4/21/2022,Vehicle,My Account,Gas,,-33
4/20/2022,Shopping & Fun,My Account,Amazon,,-10
4/19/2022,Shopping & Fun,My Account,Home Depot,,-16
4/19/2022,Shopping & Fun,My Account,Home Depot,,-15
4/18/2022,Groceries ,My Account,Water,,-4
4/18/2022,Vehicle,My Account,Gas,,-40
4/15/2022,Vehicle,My Account,Gas,,-28
4/15/2022,Groceries ,My Account,Lucky,,-84
4/15/2022,Trips and Eating out,My Account,Yogurtland,,-10
4/15/2022,Groceries ,My Account,Trader Joes,,-29
4/15/2022,Groceries ,My Account,Safeway,,-75
4/14/2022,Shopping & Fun,My Account,Amazon,,-1
4/13/2022,Shopping & Fun,My Account,Val Marie Paper,,-83
4/13/2022,Shopping & Fun,My Account,Amazon,,-1
4/12/2022,Shopping & Fun,My Account,Target,,-97
4/12/2022,Shopping & Fun,My Account,Amazon,,-22
4/9/2022,Vehicle,My Account,Gas,,-25
4/8/2022,Trips and Eating out,My Account,Costco,,-2
4/8/2022,Vehicle,My Account,Costco,,-17
4/7/2022,Groceries ,My Account,Water,,-4
4/7/2022,Shopping & Fun,My Account,Amazon,,-32
4/7/2022,Groceries ,My Account,Amazon,,-152
4/6/2022,Vehicle,My Account,Geico Insurance,,-128
4/6/2022,Groceries ,My Account,Costco,,-91
4/6/2022,Vehicle,My Account,Gas,,-30
4/5/2022,Groceries ,My Account,Ranch 99,,-52
4/4/2022,Vehicle,My Account,Gas,,-25
4/3/2022,Trips and Eating out,My Account,Mexican Food,,-56
4/3/2022,Trips and Eating out,My Account,McDonald’s,,-25
4/2/2022,Trips and Eating out,My Account,Restraunt,,-10
4/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
4/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
4/1/2022,Vehicle,My Account,Gas,,-38
4/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
4/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
3/30/2022,Vehicle,My Account,Parking,,-5
3/29/2022,Groceries ,My Account,Water,,-4
3/27/2022,Groceries ,My Account,Fruit Stand,,-34
3/27/2022,Trips and Eating out,My Account,Subway,,-10
3/25/2022,Groceries ,My Account,Costco Food,,-7
3/25/2022,Vehicle,My Account,Gas,,-37
3/25/2022,Groceries ,My Account,Fruit Stand,,-10
3/23/2022,Groceries ,My Account,Lion Food,,-119
3/22/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-59
3/21/2022,Shopping & Fun,My Account,Amazon,,-39
3/20/2022,Groceries ,My Account,Water,,-4
3/18/2022,Shopping & Fun,My Account,Home Depot ,,-40
3/16/2022,Shopping & Fun,My Account,Amazon ,,-9
3/16/2022,Shopping & Fun,My Account,Cornell ,,-200
3/16/2022,Vehicle,My Account,Gas,,-33
3/15/2022,Shopping & Fun,My Account,Lucky,,-21
3/13/2022,Groceries ,My Account,Water,,-4
3/13/2022,Groceries ,My Account,Costco,,-188
3/8/2022,Shopping & Fun,My Account,CVS,,-22
3/8/2022,Groceries ,My Account,Lucky,,-9
3/6/2022,Groceries ,My Account,Water,,-4
3/4/2022,Vehicle,My Account,Gas,,-30
3/4/2022,Groceries ,My Account,Foodmaxx,,-21
3/3/2022,Shopping & Fun,My Account,Amazon,,-6
3/2/2022,Shopping & Fun,My Account,St Vincent De Paul,,-21
3/2/2022,Groceries ,My Account,Ranch 99,,-140
3/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
3/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
3/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
3/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
2/28/2022,Shopping & Fun,My Account,Amazon Book,,-1
2/27/2022,Groceries ,My Account,Water,,-4
2/24/2022,Groceries ,My Account,Amazon ,,-20
2/23/2022,Groceries ,My Account,Ranch 99,,-60
2/23/2022,Groceries ,My Account,Ranch 99,,-139
2/21/2022,Vehicle,My Account,Gas,,-32
2/21/2022,Trips and Eating out,My Account,Tast Of Indian ,,-51
2/21/2022,Vehicle,My Account,Gas,,-16
2/20/2022,Trips and Eating out,My Account,Don Carlos,,-28
2/19/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-72
2/18/2022,Vehicle,My Account,Gas,,-22
2/18/2022,Trips and Eating out,My Account,Taco Bell,,-13
2/18/2022,Vehicle,My Account,Gas,,-24
2/16/2022,Groceries ,My Account,Lion Food,,-75
2/16/2022,Groceries ,My Account,Whole Foods,,-4
2/16/2022,Groceries ,My Account,Costco ,,-103
2/16/2022,Shopping & Fun,My Account,Micheals,,-7
2/16/2022,Vehicle,My Account,Costco,,-19
2/16/2022,Groceries ,My Account,Water,,-4
2/13/2022,Shopping & Fun,My Account,Amazon,,-10
2/12/2022,Groceries ,My Account,Food Maxx,,-70
2/9/2022,Groceries ,My Account,Water,,-4
2/6/2022,Shopping & Fun,My Account,Amazon,,-112
2/3/2022,Groceries ,My Account,Lucky,,-27
2/3/2022,Groceries ,My Account,Ranch 99,,-68
2/3/2022,Groceries ,My Account,Bob's Red Mill,,-144
2/2/2022,Groceries ,My Account,Water,,-4
2/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
2/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
2/1/2022,Shopping & Fun,My Account,Amazon,,-8
2/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
2/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
1/29/2022,Vehicle,My Account,Costco,,-55
1/26/2022,Groceries ,My Account,Water,,-4
1/26/2022,Shopping & Fun,My Account,Amazon,,-21
1/25/2022,Groceries ,My Account,Ranch 99,,-137
1/25/2022,Groceries ,My Account,Costco,,-150
1/23/2022,Trips and Eating out,My Account,Coffee,,-2
1/23/2022,Vehicle,My Account,Gas,,-26
1/23/2022,Shopping & Fun,My Account,Trader Joes,,-22
1/21/2022,Groceries ,My Account,Harvest Bakery,,-7
1/21/2022,Vehicle,My Account,Gas,,-34
1/21/2022,Groceries ,My Account,Safeway,,-18
1/21/2022,"Rent, Mortgage & Utilities ",My Account,Pge,,-54
1/20/2022,Vehicle,My Account,Autopia,,-20
1/18/2022,Shopping & Fun,My Account,Amazon,,-19
1/18/2022,Vehicle,My Account,Registration Renewal,,-157
1/17/2022,Vehicle,My Account,Smog Check ,,-55
1/17/2022,Shopping & Fun,My Account,Amazon,,-33
1/17/2022,Groceries ,My Account,Ranch 99,,-114
1/16/2022,Shopping & Fun,My Account,Home Depot ,,-5
1/15/2022,Vehicle,My Account,AutoZone,,-259
1/15/2022,Groceries ,My Account,Water,,-4
1/15/2022,Shopping & Fun,My Account,Amazon ,,-171
1/13/2022,Shopping & Fun,My Account,Sally Beauty ,,-18
1/12/2022,Shopping & Fun,My Account,JoAnn Stores,,-16
1/12/2022,Shopping & Fun,My Account,Target,,-39
1/10/2022,Groceries ,My Account,Ranch 99,,-62
1/4/2022,Groceries ,My Account,Costco,,-275
1/4/2022,Vehicle,My Account,Gas,,-26
1/3/2022,Shopping & Fun,My Account,Victory Seeds,,-8
1/3/2022,Groceries ,My Account,Tea Forte,,-30
1/3/2022,Groceries ,My Account,Butler Foods,,-70
1/2/2022,Vehicle,My Account,Gas,,-29
1/2/2022,Trips and Eating out,My Account,Maverik,,-6
1/2/2022,Trips and Eating out,My Account,Burger King,,-11
1/2/2022,Vehicle,My Account,Gas,,-24
1/2/2022,Vehicle,My Account,Gas,,-27
1/2/2022,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
1/2/2022,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
1/1/2022,Shopping & Fun,My Account,Blick,,-98
1/1/2022,Shopping & Fun,My Account,Tea Forte,,-31
1/1/2022,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
1/1/2022,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
12/30/2021,Groceries ,My Account,Harmons,,-25
12/29/2021,Shopping & Fun,My Account,Used Pants,,-21
12/28/2021,Shopping & Fun,My Account,Climbing,,-11
12/26/2021,Shopping & Fun,My Account,JoAnn Stores,,-45
12/26/2021,Groceries ,My Account,Ocean ,,-78
12/23/2021,Trips and Eating out,My Account,Coffee,,-1
12/23/2021,Trips and Eating out,My Account,Hong Kong Buffet,,-28
12/22/2021,Shopping & Fun,My Account,Marlita Hill,,-10
12/22/2021,Shopping & Fun,My Account,Sewing And Quilting Center Of Utah,,-3
12/22/2021,Shopping & Fun,My Account,National Park Anual Pass,,-80
12/22/2021,Groceries ,My Account,Costco,,-29
12/22/2021,Vehicle,My Account,Gas ,,-24
12/22/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-68
12/20/2021,Groceries ,My Account,Smith Grocery,,-18
12/20/2021,Trips and Eating out,My Account,Pepe's Tacos,,-15
12/20/2021,Shopping & Fun,My Account,Snow Canyon,,-15
12/19/2021,Vehicle,My Account,Gas,,-30
12/19/2021,Vehicle,My Account,Gas,,-23
12/19/2021,Trips and Eating out,My Account,Lunch,,-22
12/19/2021,Vehicle,My Account,Gas,,-41
12/19/2021,Trips and Eating out,My Account,Red Roof Inn,,-219
12/17/2021,Shopping & Fun,My Account,Lucky,,-50
12/16/2021,Groceries ,My Account,Lion Food,,-84
12/16/2021,Groceries ,My Account,Amazon ,,-20
12/14/2021,Groceries ,My Account,Ranch 99,,-61
12/13/2021,Groceries ,My Account,Water,,-4
12/11/2021,Groceries ,My Account,Mary's Bakery ,,-9
12/9/2021,Shopping & Fun,My Account,Costco,,-44
12/9/2021,Shopping & Fun,My Account,Merchant & Mills ,,-18
12/7/2021,Shopping & Fun,My Account,Target,,-17
12/7/2021,Groceries ,My Account,Costco,,-182
12/7/2021,Vehicle,My Account,Gas,,-33
12/7/2021,Shopping & Fun,My Account,Target,,-17
12/5/2021,Shopping & Fun,My Account,Amazon Kindle,,-20
12/4/2021,Shopping & Fun,My Account,Home Depot ,,-36
12/3/2021,Groceries ,My Account,Water,,-4
12/2/2021,Shopping & Fun,My Account,Home Depot ,,-11
12/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
12/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
12/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
12/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
11/30/2021,Groceries ,My Account,Ranch 99,,-107
11/29/2021,Vehicle,My Account,Gas,,-35
11/29/2021,Groceries ,My Account,Pilot,,-3
11/29/2021,Trips and Eating out,My Account,Subway,,-12
11/29/2021,Shopping & Fun,My Account,Ashley Black,,-57
11/29/2021,Vehicle,My Account,Gas ,,-17
11/28/2021,Groceries ,My Account,Smith Grocery,,-10
11/28/2021,Groceries ,My Account,Albertsons,,-3
11/28/2021,Trips and Eating out,My Account,Airbnb In Vegas,,-296
11/28/2021,Trips and Eating out,My Account,Food In Vegas,,-120
11/27/2021,Groceries ,My Account,Smith's,,-14
11/25/2021,Vehicle,My Account,Gas,,-35
11/24/2021,Groceries ,My Account,Wal Mart,,-17
11/24/2021,Trips and Eating out,My Account,Stater Bros ,,-5
11/24/2021,Trips and Eating out,My Account,Baja Fresh ,,-23
11/24/2021,Vehicle,My Account,Gas,,-28
11/24/2021,Vehicle,My Account,Gas,,-20
11/22/2021,Shopping & Fun,My Account,Micheals,,-10
11/22/2021,Groceries ,My Account,Water,,-2
11/22/2021,Shopping & Fun,My Account,Muse Storytelling,,-30
11/20/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-40
11/20/2021,Shopping & Fun,My Account,Dale Hardware,,-5
11/19/2021,Groceries ,My Account,Ranch 99,,-39
11/19/2021,Groceries ,My Account,Lucky,,-8
11/18/2021,Shopping & Fun,My Account,Masterclass,,-180
11/17/2021,Shopping & Fun,My Account,Amazon ,,-26
11/17/2021,Shopping & Fun,My Account,Home Depot,,-41
11/16/2021,Vehicle,My Account,Gas,,-37
11/15/2021,Shopping & Fun,My Account,Amazon,,-8
11/14/2021,Trips and Eating out,My Account,Merit Vegan,,-40
11/14/2021,Shopping & Fun,My Account,Park Entrance Fee,,-6
11/13/2021,Groceries ,My Account,Water,,-4
11/12/2021,Shopping & Fun,My Account,JoAnn Stores,,-18
11/12/2021,Groceries ,My Account,Costco ,,-246
11/12/2021,Trips and Eating out,My Account,Costco,,-5
11/10/2021,Shopping & Fun,My Account,IKEA Slats,,-43
11/9/2021,Shopping & Fun,My Account,Amazon,,-41
11/8/2021,Shopping & Fun,My Account,Home Depot,,-26
11/5/2021,Shopping & Fun,My Account,Tricity Vet,,-471
11/4/2021,Groceries ,My Account,Ranch 99,,-195
11/4/2021,Shopping & Fun,My Account,Amazon,,-7
11/4/2021,Groceries ,My Account,Water,,-4
11/4/2021,Shopping & Fun,My Account,Tricity Vet,,-360
11/3/2021,Shopping & Fun,My Account,PETsMART,,-12
11/3/2021,Shopping & Fun,My Account,Merchant & Mills ,,-12
11/3/2021,Shopping & Fun,My Account,Amazon,,-20
11/3/2021,Shopping & Fun,My Account,Alabaster Book,,-26
11/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
11/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
11/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
11/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
10/31/2021,Groceries ,My Account,Costco,,-25
10/31/2021,Vehicle,My Account,Costco,,-27
10/30/2021,Vehicle,My Account,Gas,,-13
10/29/2021,Groceries ,My Account,Water,,-3
10/26/2021,Groceries ,My Account,Costco,,-96
10/26/2021,Trips and Eating out,My Account,Costco,,-4
10/26/2021,Vehicle,My Account,Costco,,-38
10/25/2021,Groceries ,My Account,Lucky,,-19
10/24/2021,Groceries ,My Account,Ranch99,,-32
10/24/2021,Shopping & Fun,My Account,Lucky,,-4
10/22/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-8
10/22/2021,Groceries ,My Account,Water,,-4
10/21/2021,Shopping & Fun,My Account,Amazon,,-32
10/21/2021,Shopping & Fun,My Account,Etsy,,-15
10/20/2021,Trips and Eating out,My Account,Lunch At Work,,-7
10/19/2021,Vehicle,My Account,Geico Insurance,,-159
10/17/2021,Groceries ,My Account,Ranch 99,,-43
10/14/2021,Groceries ,My Account,Water,,-4
10/12/2021,Shopping & Fun,My Account,Home Depot,,-53
10/11/2021,Groceries ,My Account,Costco,,-168
10/11/2021,Shopping & Fun,My Account,Amazon ,,-41
10/10/2021,Groceries ,My Account,Amazon,,-95
10/8/2021,Shopping & Fun,My Account,Brilliant TV,,-22
10/8/2021,Shopping & Fun,My Account,Target,,-34
10/8/2021,Groceries ,My Account,Water,,-4
10/8/2021,Shopping & Fun,My Account,Amazon Gift Card,,-100
10/7/2021,Groceries ,My Account,Ranch 99,,-30
10/7/2021,Groceries ,My Account,Bob’s Red Mill,,-95
10/6/2021,Trips and Eating out,My Account,Uber,,-62
10/6/2021,Trips and Eating out,My Account,Qdoba,,-13
10/6/2021,Trips and Eating out,My Account,McDonald's,,-8
10/5/2021,Shopping & Fun,My Account,Hobby Lobby Stores,,-52
10/5/2021,Shopping & Fun,My Account,Wal Mart,,-33
10/3/2021,Groceries ,My Account,H Mart,,-86
10/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
10/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
10/1/2021,Trips and Eating out,My Account,Parking,,-10
10/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
10/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
9/30/2021,Groceries ,My Account,Costco ,,-52
9/30/2021,Shopping & Fun,My Account,Driehaus,,-90
9/29/2021,Shopping & Fun,My Account,Books Amazon,,-54
9/28/2021,Shopping & Fun,My Account,Amazon,,-24
9/23/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-45
9/20/2021,Trips and Eating out,My Account,Coffee,,-2
9/17/2021,Vehicle,My Account,Gas,,-32
9/17/2021,Groceries ,My Account,Costco,,-32
9/16/2021,Shopping & Fun,My Account,Garfield Park Conservatory,,-21
9/15/2021,Trips and Eating out,My Account,Coffee,,-5
9/15/2021,Trips and Eating out,My Account,Airport Food,,-30
9/15/2021,Trips and Eating out,My Account,Uber,,-10
9/15/2021,Trips and Eating out,My Account,BART,,-19
9/15/2021,Shopping & Fun,My Account,USPS ,,-16
9/12/2021,Shopping & Fun,My Account,Home Depot ,,-61
9/8/2021,Groceries ,My Account,Water,,-4
9/8/2021,Shopping & Fun,My Account,Wal Mart,,-39
9/7/2021,Vehicle,My Account,Gas,,-28
9/7/2021,Vehicle,My Account,Gas,,-9
9/6/2021,Groceries ,My Account,Ranch 99,,-40
9/4/2021,Groceries ,My Account,Costco,,-8
9/4/2021,Vehicle,My Account,Gas,,-23
9/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
9/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
9/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
9/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
8/31/2021,Shopping & Fun,My Account,Home Depot,,-10
8/31/2021,Groceries ,My Account,Costco,,-120
8/30/2021,Groceries ,My Account,Water,,-4
8/23/2021,Shopping & Fun,My Account,Dale Hardware,,-30
8/23/2021,Groceries ,My Account,Whole Foods,,-30
8/23/2021,Shopping & Fun,My Account,Amazon,,-64
8/22/2021,Shopping & Fun,My Account, Home Depot,,-9
8/22/2021,Groceries ,My Account,Lion,,-35
8/22/2021,Shopping & Fun,My Account,Lowes,,-94
8/22/2021,Groceries ,My Account,Water,,-4
8/21/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-47
8/17/2021,Vehicle,My Account,Gas,,-33
8/17/2021,Groceries ,My Account,Costco,,-50
8/17/2021,Shopping & Fun,My Account,Matthewismith-mobility Toolkit,,-300
8/15/2021,Groceries ,My Account,Ranch 99,,-65
8/12/2021,Groceries ,My Account,Water,,-4
8/8/2021,Vehicle,My Account,Gas ,,-25
8/8/2021,Groceries ,My Account,Farmers Market,,-14
8/8/2021,Groceries ,My Account,Amazon,,-16
8/6/2021,Vehicle,My Account,Gas ,,-10
8/6/2021,Groceries ,My Account,Ampm ,,-3
8/6/2021,Trips and Eating out,My Account,Subway,,-12
8/4/2021,Trips and Eating out,My Account,American Airlines,,-313
8/3/2021,Vehicle,My Account,Gas,,-25
8/3/2021,Groceries ,My Account,Costco,,-273
8/3/2021,Shopping & Fun,My Account,Storage Shred For Mom,,-80
8/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
8/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
8/1/2021,Groceries ,My Account,Water,,-4
8/1/2021,Groceries ,My Account,Ranch99,,-61
8/1/2021,Shopping & Fun,My Account,Home Depot,,-15
8/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
8/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
7/30/2021,Shopping & Fun,My Account,Post Office,,-33
7/30/2021,Shopping & Fun,My Account,Kindle Book,,-12
7/29/2021,Shopping & Fun,My Account,Amazon,,-12
7/27/2021,Shopping & Fun,My Account,Target,,-10
7/25/2021,Shopping & Fun,My Account,Amazon,,-56
7/23/2021,Groceries ,My Account,Lion,,-53
7/23/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-45
7/22/2021,Vehicle,My Account,Car Wash,,-6
7/22/2021,Groceries ,My Account,Water,,-4
7/20/2021,Shopping & Fun,My Account,Target,,-24
7/19/2021,Groceries ,My Account,Whole Foods,,-26
7/18/2021,Vehicle,My Account,Costco ,,-31
7/18/2021,Trips and Eating out,My Account,Subway,,-13
7/16/2021,Vehicle,My Account,Costco ,,-6
7/13/2021,Shopping & Fun,My Account,Dale Hardware,,-3
7/13/2021,Groceries ,My Account,Costco,,-44
7/13/2021,Vehicle,My Account,Gas,,-29
7/11/2021,Groceries ,My Account,Water,,-4
7/11/2021,Groceries ,My Account, Ranch 99,,-98
7/9/2021,Trips and Eating out,My Account,Falafel Corner,,-20
7/8/2021,Shopping & Fun,My Account,Stefan Kunz,,-65
7/7/2021,Shopping & Fun,My Account,Target,,-39
7/5/2021,Shopping & Fun,My Account,Moose Jaw,,-120
7/4/2021,Vehicle,My Account,Gas,,-30
7/2/2021,Groceries ,My Account,Costco ,,-28
7/2/2021,Vehicle,My Account,Costco ,,-13
7/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-545
7/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
7/1/2021,Shopping & Fun,My Account, St Vincent De Paul,,-1.5
7/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
7/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
6/28/2021,Groceries ,My Account,Water,,-4
6/28/2021,Groceries ,My Account,Costco,,-293
6/28/2021,Vehicle,My Account,Costco ,,-15
6/25/2021,Shopping & Fun,My Account,Domestika,,-22
6/24/2021,Groceries ,My Account,Lucky,,-4
6/23/2021,"Rent, Mortgage & Utilities ",My Account,Pge,,-44
6/22/2021,Shopping & Fun,My Account,Abiola & Majors,,-205
6/20/2021,Groceries ,My Account,Lion Food,,-80
6/20/2021,Vehicle,My Account, Costco,,-33
6/20/2021,Groceries ,My Account,Safeway,,-2.7
6/18/2021,Vehicle,My Account,Gas,,-24
6/17/2021,Shopping & Fun,My Account,Kindle Misplaced Order,,-24
6/17/2021,Groceries ,My Account,Walmart,,-107
6/16/2021,Shopping & Fun,My Account,Affinity,,-104
6/11/2021,Groceries ,My Account, Food Max,,-61
6/11/2021,Groceries ,My Account,Whole Foods,,-31
6/11/2021,Shopping & Fun,My Account,USPS ,,-6.14
6/8/2021,Groceries ,My Account,Water,,-4
6/8/2021,Groceries ,My Account,Lucky,,-4
6/6/2021,Trips and Eating out,My Account,El Agave,,-18
6/6/2021,Vehicle,My Account,Costco ,,-32
6/4/2021,Vehicle,My Account,Gas,,-30
6/4/2021,Trips and Eating out,My Account,Costco,,-9
6/2/2021,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
6/2/2021,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
6/1/2021,Groceries ,My Account, Bob's Red Mill,,-63
6/1/2021,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-480
6/1/2021,"Rent, Mortgage & Utilities ",My Account,Internet,,-45
5/31/2021,Groceries ,My Account,Ranch 99,,-87
5/29/2021,Vehicle,My Account,Gas,,-26
5/28/2021,Shopping & Fun,My Account, Staples,,-12
5/28/2021,Shopping & Fun,My Account,GNC,,-22
5/28/2021,Vehicle,My Account,Fast Track,,-25
5/28/2021,Groceries ,My Account,Water,,-4
