Date,Envelope,Account,Name,Notes,Amount
9/3/2018,Shopping & Fun,My Account,Rope,,-200
9/3/2018,Trips and Eating out,My Account,Gyro,,-10
9/2/2018,Shopping & Fun,My Account,Marla New Favorite Purple BD Pants,,-32
9/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
9/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
9/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
8/31/2018,Groceries ,My Account,Smith Grocery,,-18
8/31/2018,Trips and Eating out,My Account,National Park,,-7
8/31/2018,Groceries ,My Account,Smith Grocery,,-60
8/31/2018,Trips and Eating out,My Account,Burger King,,-15
8/31/2018,Trips and Eating out,My Account,Uber To Oak,,-17
8/26/2018,Shopping & Fun,My Account,Amazon,,-80
8/24/2018,Shopping & Fun,My Account,Home Goods,,-9
8/24/2018,Groceries ,My Account,Costco ,,-180
8/23/2018,Vehicle,My Account,Gas ,,-25
8/22/2018,Trips and Eating out,My Account,Cafe,,-7
8/20/2018,Shopping & Fun,My Account,Dawn Wall Tickets,,-28
8/19/2018,Trips and Eating out,My Account,Tower Cafe,,-60
8/19/2018,Vehicle,My Account,Gas,,-25
8/19/2018,Trips and Eating out,My Account,Taco Bell,,-13
8/19/2018,Trips and Eating out,My Account,Dandelion Chocolate ,,-25
8/16/2018,Groceries ,My Account,Lion,,-65
8/14/2018,Shopping & Fun,My Account,Arduino Kit,,-35
8/13/2018,Vehicle,My Account,Gas,,-32
8/12/2018,Trips and Eating out,My Account,Food Truck ,,-28
8/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
8/10/2018,Shopping & Fun,My Account,Home Depot,,-8
8/9/2018,Vehicle,My Account,Fast Track,,-25
8/8/2018,Groceries ,My Account,Good Earth,,-238
8/8/2018,Groceries ,My Account,Good Earth,,-19
8/5/2018,Shopping & Fun,My Account,Lowes Wood For Windowsills ,,-25
8/5/2018,Trips and Eating out,My Account,Coffee,,-4
8/5/2018,Shopping & Fun,My Account,Mission Impossible ,,-47
8/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
8/3/2018,Shopping & Fun,My Account,Chase Bank,,-66
8/2/2018,Groceries ,My Account,Lion,,-75
8/2/2018,Groceries ,My Account,La Farfalla Bakery 2,,-8
8/2/2018,Groceries ,My Account,Target,,-38
8/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
8/1/2018,Vehicle,My Account,Chevron,,-20
8/1/2018,Shopping & Fun,My Account,Amazon,,-73
8/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
8/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
7/29/2018,Shopping & Fun,My Account,Home Depot,,-23
7/28/2018,Shopping & Fun,My Account,Home Depot,,-13
7/27/2018,Groceries ,My Account,Costco ,,-186
7/23/2018,Trips and Eating out,My Account,Motel In Lake Tahoe,,-250
7/21/2018,Groceries ,My Account,Safeway,,-3
7/21/2018,Trips and Eating out,My Account,Sidellis,,-20
7/21/2018,Trips and Eating out,My Account,Taco Bell,,-7
7/21/2018,Groceries ,My Account,Arco,,-20
7/21/2018,Vehicle,My Account,Arco,,-30
7/21/2018,Trips and Eating out,My Account,Baja Fresh ,,-18
7/21/2018,Trips and Eating out,My Account,Kayak Rental Lake Tahoe,,-35
7/20/2018,Groceries ,My Account,Safeway,,-17
7/19/2018,Vehicle,My Account,Car Wash,,-10
7/19/2018,Vehicle,My Account,Oil Change,,-67
7/19/2018,Groceries ,My Account,Grocery,,-30
7/17/2018,Trips and Eating out,My Account,Branfy Ho's (China Town W Brett),,-90
7/17/2018,"Rent, Mortgage & Utilities ",My Account,Pge,,-30
7/13/2018,Vehicle,My Account,Arco,,-30
7/13/2018,Groceries ,My Account,Walmart,,-46
7/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
7/11/2018,Trips and Eating out,My Account,Caf,,-7
7/11/2018,Groceries ,My Account,Foodmaxx,,-106
7/9/2018,Shopping & Fun,My Account,Home Depot,,-24
7/8/2018,Trips and Eating out,My Account,Shanghai Garden,,-55
7/8/2018,Vehicle,My Account,Gas,,-14
7/8/2018,Shopping & Fun,My Account,Amazon,,-71
7/6/2018,Trips and Eating out,My Account,Flights To SLC,,-354
7/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
7/4/2018,Trips and Eating out,My Account,Coffee,,-4
7/4/2018,Vehicle,My Account,Gas,,-19
7/4/2018,Trips and Eating out,My Account,Vietnam Restraunt,,-34
7/4/2018,Groceries ,My Account,Lion,,-35
7/2/2018,Trips and Eating out,My Account,Coffee,,-3
7/2/2018,Groceries ,My Account,Grocery,,-34
7/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
7/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
7/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
6/30/2018,Vehicle,My Account,Gas,,-40
6/29/2018,Vehicle,My Account,Gas,,-15
6/28/2018,Shopping & Fun,My Account,Fengs Visa,,-680
6/25/2018,Vehicle,My Account,Arco,,-15
6/24/2018,Shopping & Fun,My Account,Home Depot Sander Respirator Filters,,-93
6/24/2018,Shopping & Fun,My Account,Dales,,-13
6/24/2018,Shopping & Fun,My Account,Amazon,,-40
6/22/2018,Shopping & Fun,My Account,Home Depot,,-37
6/22/2018,Shopping & Fun,My Account,Ups,,-15
6/21/2018,Groceries ,My Account,Costco ,,-172
6/21/2018,Vehicle,My Account,Gas,,-10
6/21/2018,Vehicle,My Account,Gas,,-35
6/19/2018,"Rent, Mortgage & Utilities ",My Account,Home Insurance 2018,,-270
6/19/2018,Groceries ,My Account,Wal Mart,,-74
6/17/2018,Trips and Eating out,My Account,Pho,,-35
6/17/2018,Trips and Eating out,My Account,Chipotle,,-18
6/15/2018,Groceries ,My Account,Grocery,,-100
6/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
6/8/2018,Groceries ,My Account,Foodmaxx,,-70
6/8/2018,Shopping & Fun,My Account,Home Depot,,-107
6/7/2018,Shopping & Fun,My Account,Home Depot,,-193
6/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
6/3/2018,Shopping & Fun,My Account,Home Depot,,-128
6/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
6/1/2018,Shopping & Fun,My Account,Home Depot,,-148
6/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
6/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
5/29/2018,Groceries ,My Account,Ranch99,,-100
5/28/2018,Groceries ,My Account,Shasta,,-15
5/28/2018,Trips and Eating out,My Account,Camping,,-30
5/25/2018,Trips and Eating out,My Account,Coffee,,-3
5/25/2018,Vehicle,My Account,Gas,,-25
5/24/2018,Shopping & Fun,My Account,Lowes,,-132
5/24/2018,Groceries ,My Account,Costco ,,-166
5/23/2018,Trips and Eating out,My Account,Starbucks,,-2.25
5/23/2018,Shopping & Fun,My Account,USPS ,,-3.5
5/23/2018,Trips and Eating out,My Account,Starbucks,,-9.45
5/21/2018,Shopping & Fun,My Account,Home Depot,,-20
5/21/2018,Groceries ,My Account,Foodmaxx,,-50
5/21/2018,Vehicle,My Account,Gas,,-60
5/21/2018,Trips and Eating out,My Account,Uber,,-26
5/20/2018,Shopping & Fun,My Account,Fengs New Harness,,-43
5/17/2018,Trips and Eating out,My Account,Coffee,,-2
5/17/2018,Trips and Eating out,My Account,Uber To Oak,,-14
5/15/2018,Trips and Eating out,My Account,Campsite For 4th July,,-115
5/14/2018,Vehicle,My Account,Gas,,-25
5/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
5/8/2018,Shopping & Fun,My Account,Home Depot,,-51
5/6/2018,Groceries ,My Account,99 Ranch,,-33
5/6/2018,Shopping & Fun,My Account,Home Depot,,-74
5/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
5/4/2018,Groceries ,My Account,Food Max,,-53
5/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
5/1/2018,Shopping & Fun,My Account,Home Depot,,-31
5/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
5/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
4/29/2018,Trips and Eating out,My Account,Costco Food,,-8
4/29/2018,Groceries ,My Account,Costco ,,-152
4/26/2018,Vehicle,My Account,Gas,,-20
4/24/2018,Groceries ,My Account,Lion,,-72
4/24/2018,Trips and Eating out,My Account,Bubble Tea,,-7
4/23/2018,Trips and Eating out,My Account,Fengs Flight To Chicago,,-254
4/20/2018,Shopping & Fun,My Account,Car Filters,,-25
4/20/2018,Vehicle,My Account,Gas,,-20
4/20/2018,Groceries ,My Account,Walmart,,-97
4/18/2018,Groceries ,My Account,Walmart,,-23
4/15/2018,Groceries ,My Account,Grocery ,,-15
4/15/2018,Groceries ,My Account,Wholefoods,,-25
4/15/2018,Shopping & Fun,My Account,Berkeley Hort,,-19
4/13/2018,Groceries ,My Account,Target,,-18.33
4/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
4/11/2018,Groceries ,My Account,Walmart,,-27
4/9/2018,Groceries ,My Account,Lion,,-50
4/9/2018,Trips and Eating out,My Account,Curry Up Restraurant ,,-38
4/9/2018,Trips and Eating out,My Account,Sheridan,,-10
4/8/2018,Trips and Eating out,My Account,Subway,,-8
4/8/2018,Trips and Eating out,My Account,Park Entrance Fee,,-6
4/6/2018,Groceries ,My Account,Sheridan,,-28.27
4/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
4/2/2018,Groceries ,My Account,Lion,,-39
4/2/2018,Vehicle,My Account,Car Insurance ,,-142
4/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
4/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
4/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
3/28/2018,Vehicle,My Account,Costco ,,-25
3/28/2018,Groceries ,My Account,Costco ,,-128
3/22/2018,Groceries ,My Account,Lucky,,-16
3/20/2018,"Rent, Mortgage & Utilities ",My Account,Pge,,-23
3/20/2018,Shopping & Fun,My Account,Bed Bath & Beyond - Blackout Curtains,,-150
3/19/2018,Groceries ,My Account,Grocery Lion Plus Foodmaxx,,-87
3/17/2018,Shopping & Fun,My Account,Sharetea,,-15
3/17/2018,Shopping & Fun,My Account,Movies In Sf,,-40
3/12/2018,Vehicle,My Account,Arco,,-20
3/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
3/11/2018,Groceries ,My Account,Ranch99,,-54
3/11/2018,Groceries ,My Account,Grocery,,-10
3/11/2018,Shopping & Fun,My Account,Uber,,-8.45
3/11/2018,Trips and Eating out,My Account,Transportation In Portland,,-150
3/11/2018,Trips and Eating out,My Account,Uber And Bart To Get Home,,-30
3/10/2018,Shopping & Fun,My Account,Portland Gondala,,-24
3/10/2018,Trips and Eating out,My Account,Drinks In Portland ,,-40
3/9/2018,Trips and Eating out,My Account,Tri Met,,-4
3/9/2018,Trips and Eating out,My Account,Uber For Parents,,-25
3/9/2018,Trips and Eating out,My Account,Mexican Food In Portland,,-60
3/8/2018,Groceries ,My Account,Portland Grocery,,-74
3/8/2018,Trips and Eating out,My Account,Coffee,,-3
3/8/2018,Trips and Eating out,My Account,Uber To Oak Airport,,-19
3/6/2018,Trips and Eating out,My Account,Lunch,,-7
3/5/2018,Shopping & Fun,My Account,Hair Cut,,-35
3/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
3/2/2018,Groceries ,My Account,Lion,,-116
3/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
3/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
3/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
2/28/2018,Groceries ,My Account,Sheridan,,-3
2/25/2018,Groceries ,My Account,Fred Meyer Stores,,-18
2/22/2018,Trips and Eating out,My Account,Lyft,,-8
2/22/2018,Trips and Eating out,My Account,Fengs Trip To Portland,,-187
2/22/2018,Groceries ,My Account,Sheridan,,-38
2/18/2018,Groceries ,My Account,Foodmaxx,,-9
2/15/2018,Shopping & Fun,My Account,Lyft,,-12
2/14/2018,"Rent, Mortgage & Utilities ",My Account,Pge,,-29
2/13/2018,Groceries ,My Account,Foodmaxx,,-20
2/12/2018,Groceries ,My Account,Ranch99,,-43
2/12/2018,Groceries ,My Account,Sheridan,,-9
2/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
2/10/2018,Groceries ,My Account,Fred Meyer Stores,,-28
2/6/2018,Vehicle,My Account,Gas,,-25
2/6/2018,Groceries ,My Account,Sheridan,,-29
2/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
2/4/2018,Groceries ,My Account,Foodmaxx,,-31
2/4/2018,Shopping & Fun,My Account,Ben & Jerry's,,-7
2/4/2018,Groceries ,My Account,Fred Meyer Stores,,-5
2/4/2018,Groceries ,My Account,Safeway,,-50
2/2/2018,Groceries ,My Account,Fred Meyer Stores,,-50
2/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
2/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-489
2/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
1/31/2018,Shopping & Fun,My Account,Amazon Bolts For Hangboard,,-20
1/27/2018,Vehicle,My Account,Costco Gas,,-20
1/25/2018,Groceries ,My Account,Lion Food,,-37
1/25/2018,Groceries ,My Account,Walmart,,-53
1/21/2018,Groceries ,My Account,Foodmaxx,,-61
1/19/2018,Shopping & Fun,My Account,Dales,,-7
1/16/2018,Shopping & Fun,My Account,Bed Bath & Beyond - Blackout Curtains,,-43
1/16/2018,Shopping & Fun,My Account,Amazon Curtains + Chalk,,-80
1/16/2018,Shopping & Fun,My Account,Branding Book,,-14
1/16/2018,"Rent, Mortgage & Utilities ",My Account,Pge,,-46
1/16/2018,Groceries ,My Account,Lucky,,-40
1/15/2018,Vehicle,My Account,Gas,,-20
1/13/2018,Vehicle,My Account,Victorian Gas Station,,-20
1/13/2018,Shopping & Fun,My Account,AMPM- Sun Glasses ,,-11.16
1/12/2018,Groceries ,My Account,Food Max,,-105
1/12/2018,"Rent, Mortgage & Utilities ",My Account,HOA,,-510
1/11/2018,Shopping & Fun,My Account,Blood Pressure Book,,-25
1/9/2018,Vehicle,My Account,Arco,,-20
1/8/2018,Vehicle,My Account,Dmv Renewal,,-154
1/7/2018,Shopping & Fun,My Account,TrainChinese,,-80
1/7/2018,Groceries ,My Account,Costco ,,-168
1/6/2018,Trips and Eating out,My Account,Asian Food With Sri,,-20
1/5/2018,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
1/4/2018,Shopping & Fun,My Account,"Walmart - Snow Chains, Trampoline",,-55
1/3/2018,Groceries ,My Account,Lion,,-52
1/2/2018,Trips and Eating out,My Account,Tast Of Indian ,,-33
1/2/2018,Vehicle,My Account,76,,-13.25
1/2/2018,Vehicle,My Account,Gas,,-23
1/2/2018,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
1/1/2018,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-400
1/1/2018,"Rent, Mortgage & Utilities ",My Account,Internet,,-49
12/31/2017,Groceries ,My Account,Walmart,,-21
12/31/2017,Trips and Eating out,My Account,Mexican Food,,-22
12/30/2017,Vehicle,My Account,Gas,,-10
12/29/2017,Vehicle,My Account,Gas ,,-20
12/28/2017,Groceries ,My Account,Wal Mart And Rei,,-185
12/28/2017,Trips and Eating out,My Account,Subway,,-10
12/28/2017,Trips and Eating out,My Account,Uber,,-34
12/27/2017,Trips and Eating out,My Account,Food At Airport ,,-10
12/26/2017,Shopping & Fun,My Account,Last Jedi With Boys,,-38
12/25/2017,Trips and Eating out,My Account,Campsite Reservation Sequioa,,-44
12/22/2017,Trips and Eating out,My Account,Shikara Indian,,-95
12/22/2017,Groceries ,My Account,Wal-Mart (Parent's),,-182.96
12/22/2017,Shopping & Fun,My Account,Camp Stove Balck Soaps,,-33
12/21/2017,Shopping & Fun,My Account,Camping Pot,,-33
12/20/2017,Vehicle,My Account,2 tires Walmart,,-130
12/19/2017,Trips and Eating out,My Account,Golden Corral,,-51
12/17/2017,Trips and Eating out,My Account,Commute To Airport,,-30
12/16/2017,Vehicle,My Account,Gas,,-13
12/16/2017,"Rent, Mortgage & Utilities ",My Account,electricity,,-49
12/15/2017,Groceries ,My Account,Walmart,,-20
12/12/2017,Shopping & Fun,My Account,Home Depot - Felt,,-3.42
12/12/2017,Shopping & Fun,My Account,Post Office - Patrick's Mug,,-3.64
12/12/2017,"Rent, Mortgage & Utilities ",My Account,HOA,,-426
12/11/2017,Groceries ,My Account,Safeway,,-13
12/10/2017,Groceries ,My Account,Lion,,-48.74
12/6/2017,Shopping & Fun,My Account,JoAnn Stores,,-26
12/6/2017,Groceries ,My Account,Trader Joes,,-18
12/6/2017,Groceries ,My Account,Target,,-54
12/6/2017,Groceries ,My Account,Wal Mart,,-119
12/6/2017,Shopping & Fun,My Account,Home Depot,,-110
12/5/2017,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
12/3/2017,Shopping & Fun,My Account,Bouldering @malta,,-12
12/2/2017,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
12/1/2017,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-400
12/1/2017,"Rent, Mortgage & Utilities ",My Account,Internet,,-40
11/28/2017,Shopping & Fun,My Account,Best Buy - M's Cell Phone Tax,,-100
11/28/2017,Trips and Eating out,My Account,Burrito ,,-8
11/28/2017,Shopping & Fun,My Account,Ashley Black,,-170
11/28/2017,Vehicle,My Account,Gas,,-19
11/24/2017,Vehicle,My Account,Gas,,-27
11/23/2017,Vehicle,My Account,Gas,,-23
11/20/2017,Shopping & Fun,My Account,Perfumes For Little Aunt ,,-38
11/20/2017,Trips and Eating out,My Account,Chipotle,,-38
11/19/2017,Groceries ,My Account,Farmers Market,,-20
11/18/2017,Vehicle,My Account,Parking,,-5
11/16/2017,Groceries ,My Account,Foodmaxx,,-57
11/16/2017,Groceries ,My Account,Food Lion,,-64
11/15/2017,Groceries ,My Account,Target,,-78
11/12/2017,Groceries ,My Account,Farmers Market,,-50
11/12/2017,"Rent, Mortgage & Utilities ",My Account,HOA,,-426
11/10/2017,Groceries ,My Account,Costco ,,-570
11/10/2017,Vehicle,My Account,Gas,,-25
11/7/2017,Shopping & Fun,My Account,Home Depot,,-57
11/6/2017,Groceries ,My Account,Marina,,-35
11/6/2017,Trips and Eating out,My Account,Coffee,,-2
11/5/2017,Trips and Eating out,My Account,Lunch With Konrad,,-25
11/5/2017,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
11/3/2017,Trips and Eating out,My Account,Tea With Jason,,-8
11/2/2017,Groceries ,My Account,Wal Mart (Slow Cooker),,-204
11/2/2017,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
11/1/2017,Shopping & Fun,My Account,Fengs Suit,,-110
11/1/2017,Shopping & Fun,My Account,"Taobao (Stone, Markers, Brushs)",,-50
11/1/2017,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-400
11/1/2017,"Rent, Mortgage & Utilities ",My Account,Internet,,-40
10/19/2017,Trips and Eating out,My Account,M's Flight To China,,-478
10/17/2017,Shopping & Fun,My Account,Ikea 1x4,,-88
10/17/2017,Vehicle,My Account,Parking In SF,,-10
10/16/2017,Vehicle,My Account,Gas,,-26
10/15/2017,Trips and Eating out,My Account,Chan In Redmond,,-24
10/14/2017,Trips and Eating out,My Account,Burger Near Smithrock,,-24
10/13/2017,Trips and Eating out,My Account,Taco Bell,,-8
10/13/2017,Vehicle,My Account,Gas,,-15
10/13/2017,Shopping & Fun,My Account,Walgreens We 3 Photos,,-2.78
10/13/2017,Vehicle,My Account,Gas,,-25
10/13/2017,Vehicle,My Account,Gas,,-19
10/12/2017,Groceries ,My Account,Siddhartha Indian Store,,-19
10/12/2017,"Rent, Mortgage & Utilities ",My Account,HOA,,-426
10/10/2017,Groceries ,My Account,Walmart,,-56
10/9/2017,Shopping & Fun,My Account,Home Depot Jackson Bench,,-28
10/5/2017,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
10/3/2017,Shopping & Fun,My Account,Car Maintenance - Amazon,,-35
10/3/2017,Shopping & Fun,My Account,Wal-Mart,,-20
10/3/2017,Vehicle,My Account,Geico,,-124
10/2/2017,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
10/1/2017,Vehicle,My Account,Costco Gas,,-19
10/1/2017,Trips and Eating out,My Account,Kayak Rental Lake Tahoe,,-35
10/1/2017,Trips and Eating out,My Account,Indian Food Sacramento ,,-25
10/1/2017,Trips and Eating out,My Account,McDonald's Tahoe,,-12
10/1/2017,Groceries ,My Account,Food Max,,-20.2
10/1/2017,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-400
9/29/2017,Vehicle,My Account,gas,,-15
9/27/2017,Trips and Eating out,My Account,Tahoe Campsite,,-35
9/27/2017,Shopping & Fun,My Account,Amazon Curtain ,,-25
9/22/2017,Groceries ,My Account,Costco ,,-171.01
9/21/2017,Trips and Eating out,My Account,Coffee,,-3
9/21/2017,Shopping & Fun,My Account,Wal Mart,,-18
9/18/2017,Shopping & Fun,My Account,Ups Shipping  Photo Album To G,,-16.89
9/16/2017,"Rent, Mortgage & Utilities ",My Account,Internet,,-40
9/16/2017,"Rent, Mortgage & Utilities ",My Account,electricity,,-33
9/15/2017,Shopping & Fun,My Account,Home Depot Bench Table ,,-26
9/14/2017,Groceries ,My Account,Target,,-31
9/13/2017,Shopping & Fun,My Account,Home Depot,,-50
9/13/2017,Groceries ,My Account,Walgreens,,-31
9/13/2017,Shopping & Fun,My Account,Amazon Knee Book,,-10
9/12/2017,Groceries ,My Account,Lion Food,,-55
9/12/2017,"Rent, Mortgage & Utilities ",My Account,HOA,,-426
9/11/2017,Groceries ,My Account,costco,,-208
9/11/2017,Vehicle,My Account,gas,,-17
9/10/2017,Trips and Eating out,My Account,Shangdong Restraurant ,,-41
9/10/2017,Groceries ,My Account,Trader Joes,,-6
9/8/2017,Shopping & Fun,My Account,Home Depot,,-22
9/6/2017,Groceries ,My Account,Walmart,,-76
9/6/2017,Groceries ,My Account,Lion Food,,-15
9/5/2017,Shopping & Fun,My Account,Climbing Gym Monthly,Feng and Marla equivalent monthly cost ,-98
9/4/2017,Trips and Eating out,My Account,Eritrea Restraurant,,-34
9/4/2017,Trips and Eating out,My Account,Computer Muesum,,-27
9/4/2017,Shopping & Fun,My Account,IKEA,,-14
9/4/2017,Trips and Eating out,My Account,Ciciles,,-8
9/2/2017,"Rent, Mortgage & Utilities ",My Account,Mortgage ,Mortgage ,"-1,418.00"
9/1/2017,"Rent, Mortgage & Utilities ",My Account,Property Tax,,-400
9/1/2017,Trips and Eating out,My Account,Coffee,,-2
9/1/2017,"Rent, Mortgage & Utilities ",My Account,Internet,,-40
